Jahr,Altersgruppe,Bundesland,Einwohner
2012,0-65,Sachsen-Anhalt,13684
2012,0-65,Schleswig-Holstein,29642
2012,0-65,Thüringen,13491
2012,0-65,Baden-Württemberg,116504
2012,0-65,Bayern,131886
2012,0-65,Berlin,24804
2012,0-65,Brandenburg,15603
2012,0-65,Bremen,5959
2012,0-65,Hamburg,15059
2012,0-65,Hessen,61420
2012,0-65,Mecklenburg-Vorpommern,9316
2012,0-65,Niedersachsen,86764
2012,0-65,Nordrhein-Westfalen,190034
2012,0-65,Rheinland-Pfalz,43234
2012,0-65,Saarland,10228
2012,0-65,Sachsen,22659
2012,0-65,Sachsen-Anhalt,13411
2012,0-65,Schleswig-Holstein,29881
2012,0-65,Thüringen,12626
2012,0-65,Baden-Württemberg,121512
2012,0-65,Bayern,138222
2012,0-65,Berlin,25699
2012,0-65,Brandenburg,15136
2012,0-65,Bremen,6435
2012,0-65,Hamburg,15240
2012,0-65,Hessen,63217
2012,0-65,Mecklenburg-Vorpommern,9635
2012,0-65,Niedersachsen,88749
2012,0-65,Nordrhein-Westfalen,198235
2012,0-65,Rheinland-Pfalz,45504
2012,0-65,Saarland,10699
2012,0-65,Sachsen,23575
2012,0-65,Sachsen-Anhalt,13601
2012,0-65,Schleswig-Holstein,30890
2012,0-65,Thüringen,13129
2012,0-65,Baden-Württemberg,123765
2012,0-65,Bayern,140908
2012,0-65,Berlin,28037
2012,0-65,Brandenburg,15677
2012,0-65,Bremen,6991
2012,0-65,Hamburg,16250
2012,0-65,Hessen,63958
2012,0-65,Mecklenburg-Vorpommern,10972
2012,0-65,Niedersachsen,87564
2012,0-65,Nordrhein-Westfalen,200850
2012,0-65,Rheinland-Pfalz,46023
2012,0-65,Saarland,10910
2012,0-65,Sachsen,25924
2012,0-65,Sachsen-Anhalt,15341
2012,0-65,Schleswig-Holstein,30912
2012,0-65,Thüringen,14440
2012,0-65,Baden-Württemberg,127723
2012,0-65,Bayern,146080
2012,0-65,Berlin,31998
2012,0-65,Brandenburg,18050
2012,0-65,Bremen,7920
2012,0-65,Hamburg,17957
2012,0-65,Hessen,65987
2012,0-65,Mecklenburg-Vorpommern,13117
2012,0-65,Niedersachsen,88337
2012,0-65,Nordrhein-Westfalen,205678
2012,0-65,Rheinland-Pfalz,47084
2012,0-65,Saarland,11309
2012,0-65,Sachsen,32012
2012,0-65,Sachsen-Anhalt,18101
2012,0-65,Schleswig-Holstein,31041
2012,0-65,Thüringen,17234
2012,0-65,Baden-Württemberg,133848
2012,0-65,Bayern,154244
2012,0-65,Berlin,41171
2012,0-65,Brandenburg,26785
2012,0-65,Bremen,8768
2012,0-65,Hamburg,20898
2012,0-65,Hessen,70082
2012,0-65,Mecklenburg-Vorpommern,20332
2012,0-65,Niedersachsen,91164
2012,0-65,Nordrhein-Westfalen,213043
2012,0-65,Rheinland-Pfalz,49368
2012,0-65,Saarland,11721
2012,0-65,Sachsen,48109
2012,0-65,Sachsen-Anhalt,27340
2012,0-65,Schleswig-Holstein,31775
2012,0-65,Thüringen,26232
2012,0-65,Baden-Württemberg,131183
2012,0-65,Bayern,150988
2012,0-65,Berlin,44618
2012,0-65,Brandenburg,28077
2012,0-65,Bremen,9113
2012,0-65,Hamburg,21847
2012,0-65,Hessen,70429
2012,0-65,Mecklenburg-Vorpommern,21078
2012,0-65,Niedersachsen,88231
2012,0-65,Nordrhein-Westfalen,208409
2012,0-65,Rheinland-Pfalz,48167
2012,0-65,Saarland,11393
2012,0-65,Sachsen,50761
2012,0-65,Sachsen-Anhalt,28027
2012,0-65,Schleswig-Holstein,30598
2012,0-65,Thüringen,27109
2012,0-65,Baden-Württemberg,135019
2012,0-65,Bayern,156160
2012,0-65,Berlin,48678
2012,0-65,Brandenburg,28751
2012,0-65,Bremen,9674
2012,0-65,Hamburg,24098
2012,0-65,Hessen,72749
2012,0-65,Mecklenburg-Vorpommern,21553
2012,0-65,Niedersachsen,90582
2012,0-65,Nordrhein-Westfalen,214534
2012,0-65,Rheinland-Pfalz,49558
2012,0-65,Saarland,11662
2012,0-65,Sachsen,52560
2012,0-65,Sachsen-Anhalt,29245
2012,0-65,Schleswig-Holstein,31424
2012,0-65,Thüringen,28701
2012,0-65,Baden-Württemberg,130827
2012,0-65,Bayern,152762
2012,0-65,Berlin,51025
2012,0-65,Brandenburg,28525
2012,0-65,Bremen,9421
2012,0-65,Hamburg,24719
2012,0-65,Hessen,71756
2012,0-65,Mecklenburg-Vorpommern,22077
2012,0-65,Niedersachsen,88227
2012,0-65,Nordrhein-Westfalen,211343
2012,0-65,Rheinland-Pfalz,47860
2012,0-65,Saarland,11653
2012,0-65,Sachsen,54006
2012,0-65,Sachsen-Anhalt,28946
2012,0-65,Schleswig-Holstein,30517
2012,0-65,Thüringen,28929
2012,0-65,Baden-Württemberg,130536
2012,0-65,Bayern,153870
2012,0-65,Berlin,52299
2012,0-65,Brandenburg,27238
2012,0-65,Bremen,9450
2012,0-65,Hamburg,25519
2012,0-65,Hessen,71626
2012,0-65,Mecklenburg-Vorpommern,20764
2012,0-65,Niedersachsen,86455
2012,0-65,Nordrhein-Westfalen,209217
2012,0-65,Rheinland-Pfalz,47324
2012,0-65,Saarland,11671
2012,0-65,Sachsen,51777
2012,0-65,Sachsen-Anhalt,27642
2012,0-65,Schleswig-Holstein,29588
2012,0-65,Thüringen,27782
2012,0-65,Baden-Württemberg,126721
2012,0-65,Bayern,148721
2012,0-65,Berlin,52885
2012,0-65,Brandenburg,27286
2012,0-65,Bremen,9021
2012,0-65,Hamburg,25923
2012,0-65,Hessen,69736
2012,0-65,Mecklenburg-Vorpommern,20497
2012,0-65,Niedersachsen,82961
2012,0-65,Nordrhein-Westfalen,201180
2012,0-65,Rheinland-Pfalz,44555
2012,0-65,Saarland,10949
2012,0-65,Sachsen,51950
2012,0-65,Sachsen-Anhalt,26825
2012,0-65,Schleswig-Holstein,28217
2012,0-65,Thüringen,27088
2012,0-65,Baden-Württemberg,127172
2012,0-65,Bayern,150250
2012,0-65,Berlin,53159
2012,0-65,Brandenburg,26608
2012,0-65,Bremen,8996
2012,0-65,Hamburg,26906
2012,0-65,Hessen,71247
2012,0-65,Mecklenburg-Vorpommern,19760
2012,0-65,Niedersachsen,82358
2012,0-65,Nordrhein-Westfalen,201810
2012,0-65,Rheinland-Pfalz,44806
2012,0-65,Saarland,10998
2012,0-65,Sachsen,51134
2012,0-65,Sachsen-Anhalt,26753
2012,0-65,Schleswig-Holstein,28237
2012,0-65,Thüringen,27020
2012,0-65,Baden-Württemberg,127925
2012,0-65,Bayern,152789
2012,0-65,Berlin,53868
2012,0-65,Brandenburg,26860
2012,0-65,Bremen,9263
2012,0-65,Hamburg,27885
2012,0-65,Hessen,71768
2012,0-65,Mecklenburg-Vorpommern,19765
2012,0-65,Niedersachsen,83588
2012,0-65,Nordrhein-Westfalen,203699
2012,0-65,Rheinland-Pfalz,44538
2012,0-65,Saarland,11099
2012,0-65,Sachsen,51591
2012,0-65,Sachsen-Anhalt,26925
2012,0-65,Schleswig-Holstein,28534
2012,0-65,Thüringen,26888
2012,0-65,Baden-Württemberg,131387
2012,0-65,Bayern,157835
2012,0-65,Berlin,55404
2012,0-65,Brandenburg,27413
2012,0-65,Bremen,9288
2012,0-65,Hamburg,29042
2012,0-65,Hessen,75065
2012,0-65,Mecklenburg-Vorpommern,19921
2012,0-65,Niedersachsen,85745
2012,0-65,Nordrhein-Westfalen,209772
2012,0-65,Rheinland-Pfalz,46123
2012,0-65,Saarland,11334
2012,0-65,Sachsen,52213
2012,0-65,Sachsen-Anhalt,26253
2012,0-65,Schleswig-Holstein,29677
2012,0-65,Thüringen,27463
2012,0-65,Baden-Württemberg,131200
2012,0-65,Bayern,158916
2012,0-65,Berlin,54877
2012,0-65,Brandenburg,27180
2012,0-65,Bremen,9016
2012,0-65,Hamburg,29463
2012,0-65,Hessen,75255
2012,0-65,Mecklenburg-Vorpommern,19182
2012,0-65,Niedersachsen,86143
2012,0-65,Nordrhein-Westfalen,208943
2012,0-65,Rheinland-Pfalz,46134
2012,0-65,Saarland,11207
2012,0-65,Sachsen,50503
2012,0-65,Sachsen-Anhalt,26094
2012,0-65,Schleswig-Holstein,29932
2012,0-65,Thüringen,26595
2012,0-65,Baden-Württemberg,131932
2012,0-65,Bayern,158299
2012,0-65,Berlin,54637
2012,0-65,Brandenburg,28356
2012,0-65,Bremen,8800
2012,0-65,Hamburg,29156
2012,0-65,Hessen,75679
2012,0-65,Mecklenburg-Vorpommern,19573
2012,0-65,Niedersachsen,86811
2012,0-65,Nordrhein-Westfalen,209362
2012,0-65,Rheinland-Pfalz,45269
2012,0-65,Saarland,11139
2012,0-65,Sachsen,51693
2012,0-65,Sachsen-Anhalt,26388
2012,0-65,Schleswig-Holstein,30455
2012,0-65,Thüringen,27089
2012,0-65,Baden-Württemberg,124480
2012,0-65,Bayern,151572
2012,0-65,Berlin,51195
2012,0-65,Brandenburg,27617
2012,0-65,Bremen,8060
2012,0-65,Hamburg,27526
2012,0-65,Hessen,73327
2012,0-65,Mecklenburg-Vorpommern,18956
2012,0-65,Niedersachsen,83784
2012,0-65,Nordrhein-Westfalen,199613
2012,0-65,Rheinland-Pfalz,43537
2012,0-65,Saarland,10477
2012,0-65,Sachsen,49814
2012,0-65,Sachsen-Anhalt,25204
2012,0-65,Schleswig-Holstein,29210
2012,0-65,Thüringen,25973
2012,0-65,Baden-Württemberg,121775
2012,0-65,Bayern,150165
2012,0-65,Berlin,49161
2012,0-65,Brandenburg,27983
2012,0-65,Bremen,7946
2012,0-65,Hamburg,26692
2012,0-65,Hessen,72804
2012,0-65,Mecklenburg-Vorpommern,19032
2012,0-65,Niedersachsen,83608
2012,0-65,Nordrhein-Westfalen,197949
2012,0-65,Rheinland-Pfalz,43010
2012,0-65,Saarland,10299
2012,0-65,Sachsen,49899
2012,0-65,Sachsen-Anhalt,25324
2012,0-65,Schleswig-Holstein,29553
2012,0-65,Thüringen,24963
2012,0-65,Baden-Württemberg,121779
2012,0-65,Bayern,149775
2012,0-65,Berlin,47686
2012,0-65,Brandenburg,27358
2012,0-65,Bremen,7894
2012,0-65,Hamburg,26101
2012,0-65,Hessen,72113
2012,0-65,Mecklenburg-Vorpommern,18451
2012,0-65,Niedersachsen,83613
2012,0-65,Nordrhein-Westfalen,198919
2012,0-65,Rheinland-Pfalz,42812
2012,0-65,Saarland,10359
2012,0-65,Sachsen,48726
2012,0-65,Sachsen-Anhalt,24290
2012,0-65,Schleswig-Holstein,29696
2012,0-65,Thüringen,24596
2012,0-65,Baden-Württemberg,122442
2012,0-65,Bayern,148831
2012,0-65,Berlin,45513
2012,0-65,Brandenburg,25058
2012,0-65,Bremen,7787
2012,0-65,Hamburg,25643
2012,0-65,Hessen,72575
2012,0-65,Mecklenburg-Vorpommern,16083
2012,0-65,Niedersachsen,84723
2012,0-65,Nordrhein-Westfalen,200389
2012,0-65,Rheinland-Pfalz,42391
2012,0-65,Saarland,9978
2012,0-65,Sachsen,43406
2012,0-65,Sachsen-Anhalt,21736
2012,0-65,Schleswig-Holstein,30113
2012,0-65,Thüringen,21995
2012,0-65,Baden-Württemberg,120132
2012,0-65,Bayern,146288
2012,0-65,Berlin,43507
2012,0-65,Brandenburg,24090
2012,0-65,Bremen,7617
2012,0-65,Hamburg,24270
2012,0-65,Hessen,70746
2012,0-65,Mecklenburg-Vorpommern,15251
2012,0-65,Niedersachsen,83185
2012,0-65,Nordrhein-Westfalen,195638
2012,0-65,Rheinland-Pfalz,41957
2012,0-65,Saarland,9672
2012,0-65,Sachsen,41301
2012,0-65,Sachsen-Anhalt,20701
2012,0-65,Schleswig-Holstein,29477
2012,0-65,Thüringen,21091
2012,0-65,Baden-Württemberg,123635
2012,0-65,Bayern,149413
2012,0-65,Berlin,42206
2012,0-65,Brandenburg,24050
2012,0-65,Bremen,7489
2012,0-65,Hamburg,24004
2012,0-65,Hessen,72087
2012,0-65,Mecklenburg-Vorpommern,14968
2012,0-65,Niedersachsen,86440
2012,0-65,Nordrhein-Westfalen,199093
2012,0-65,Rheinland-Pfalz,42664
2012,0-65,Saarland,10003
2012,0-65,Sachsen,40924
2012,0-65,Sachsen-Anhalt,21363
2012,0-65,Schleswig-Holstein,30196
2012,0-65,Thüringen,21873
2012,0-65,Baden-Württemberg,123588
2012,0-65,Bayern,149628
2012,0-65,Berlin,41031
2012,0-65,Brandenburg,24762
2012,0-65,Bremen,7652
2012,0-65,Hamburg,23228
2012,0-65,Hessen,72791
2012,0-65,Mecklenburg-Vorpommern,15499
2012,0-65,Niedersachsen,88649
2012,0-65,Nordrhein-Westfalen,202562
2012,0-65,Rheinland-Pfalz,43951
2012,0-65,Saarland,10068
2012,0-65,Sachsen,41525
2012,0-65,Sachsen-Anhalt,22405
2012,0-65,Schleswig-Holstein,31389
2012,0-65,Thüringen,22645
2012,0-65,Baden-Württemberg,134706
2012,0-65,Bayern,162740
2012,0-65,Berlin,42672
2012,0-65,Brandenburg,27898
2012,0-65,Bremen,8084
2012,0-65,Hamburg,24276
2012,0-65,Hessen,78086
2012,0-65,Mecklenburg-Vorpommern,17160
2012,0-65,Niedersachsen,97529
2012,0-65,Nordrhein-Westfalen,220195
2012,0-65,Rheinland-Pfalz,48044
2012,0-65,Saarland,11084
2012,0-65,Sachsen,45757
2012,0-65,Sachsen-Anhalt,25820
2012,0-65,Schleswig-Holstein,34441
2012,0-65,Thüringen,25587
2012,0-65,Baden-Württemberg,146091
2012,0-65,Bayern,176831
2012,0-65,Berlin,47067
2012,0-65,Brandenburg,33087
2012,0-65,Bremen,8626
2012,0-65,Hamburg,25796
2012,0-65,Hessen,85187
2012,0-65,Mecklenburg-Vorpommern,19933
2012,0-65,Niedersachsen,107803
2012,0-65,Nordrhein-Westfalen,242219
2012,0-65,Rheinland-Pfalz,53114
2012,0-65,Saarland,12467
2012,0-65,Sachsen,53728
2012,0-65,Sachsen-Anhalt,30754
2012,0-65,Schleswig-Holstein,39063
2012,0-65,Thüringen,28967
2012,0-65,Baden-Württemberg,152164
2012,0-65,Bayern,184258
2012,0-65,Berlin,47845
2012,0-65,Brandenburg,33866
2012,0-65,Bremen,8956
2012,0-65,Hamburg,26192
2012,0-65,Hessen,89140
2012,0-65,Mecklenburg-Vorpommern,20360
2012,0-65,Niedersachsen,113810
2012,0-65,Nordrhein-Westfalen,254109
2012,0-65,Rheinland-Pfalz,55887
2012,0-65,Saarland,12877
2012,0-65,Sachsen,53786
2012,0-65,Sachsen-Anhalt,31025
2012,0-65,Schleswig-Holstein,41018
2012,0-65,Thüringen,29625
2012,0-65,Baden-Württemberg,163865
2012,0-65,Bayern,200035
2012,0-65,Berlin,49989
2012,0-65,Brandenburg,35575
2012,0-65,Bremen,9627
2012,0-65,Hamburg,27494
2012,0-65,Hessen,96470
2012,0-65,Mecklenburg-Vorpommern,21245
2012,0-65,Niedersachsen,123978
2012,0-65,Nordrhein-Westfalen,279560
2012,0-65,Rheinland-Pfalz,61035
2012,0-65,Saarland,14509
2012,0-65,Sachsen,54184
2012,0-65,Sachsen-Anhalt,32253
2012,0-65,Schleswig-Holstein,45866
2012,0-65,Thüringen,30096
2012,0-65,Baden-Württemberg,172459
2012,0-65,Bayern,208979
2012,0-65,Berlin,52672
2012,0-65,Brandenburg,37645
2012,0-65,Bremen,10316
2012,0-65,Hamburg,29253
2012,0-65,Hessen,101086
2012,0-65,Mecklenburg-Vorpommern,22723
2012,0-65,Niedersachsen,130670
2012,0-65,Nordrhein-Westfalen,293287
2012,0-65,Rheinland-Pfalz,64791
2012,0-65,Saarland,15540
2012,0-65,Sachsen,55527
2012,0-65,Sachsen-Anhalt,33252
2012,0-65,Schleswig-Holstein,49044
2012,0-65,Thüringen,30660
2012,0-65,Baden-Württemberg,176759
2012,0-65,Bayern,214691
2012,0-65,Berlin,53093
2012,0-65,Brandenburg,40231
2012,0-65,Bremen,10404
2012,0-65,Hamburg,29670
2012,0-65,Hessen,103161
2012,0-65,Mecklenburg-Vorpommern,23955
2012,0-65,Niedersachsen,135268
2012,0-65,Nordrhein-Westfalen,301550
2012,0-65,Rheinland-Pfalz,66880
2012,0-65,Saarland,16194
2012,0-65,Sachsen,57595
2012,0-65,Sachsen-Anhalt,34889
2012,0-65,Schleswig-Holstein,51069
2012,0-65,Thüringen,31885
2012,0-65,Baden-Württemberg,181627
2012,0-65,Bayern,217898
2012,0-65,Berlin,55470
2012,0-65,Brandenburg,43261
2012,0-65,Bremen,10814
2012,0-65,Hamburg,29787
2012,0-65,Hessen,105774
2012,0-65,Mecklenburg-Vorpommern,26040
2012,0-65,Niedersachsen,138474
2012,0-65,Nordrhein-Westfalen,309902
2012,0-65,Rheinland-Pfalz,69770
2012,0-65,Saarland,16936
2012,0-65,Sachsen,61113
2012,0-65,Sachsen-Anhalt,36436
2012,0-65,Schleswig-Holstein,51685
2012,0-65,Thüringen,34325
2012,0-65,Baden-Württemberg,181296
2012,0-65,Bayern,216785
2012,0-65,Berlin,57433
2012,0-65,Brandenburg,45551
2012,0-65,Bremen,10751
2012,0-65,Hamburg,28925
2012,0-65,Hessen,106028
2012,0-65,Mecklenburg-Vorpommern,27735
2012,0-65,Niedersachsen,137365
2012,0-65,Nordrhein-Westfalen,309060
2012,0-65,Rheinland-Pfalz,70079
2012,0-65,Saarland,17317
2012,0-65,Sachsen,63818
2012,0-65,Sachsen-Anhalt,38174
2012,0-65,Schleswig-Holstein,50785
2012,0-65,Thüringen,35531
2012,0-65,Baden-Württemberg,184826
2012,0-65,Bayern,220219
2012,0-65,Berlin,58277
2012,0-65,Brandenburg,47639
2012,0-65,Bremen,10658
2012,0-65,Hamburg,29279
2012,0-65,Hessen,107084
2012,0-65,Mecklenburg-Vorpommern,29237
2012,0-65,Niedersachsen,138404
2012,0-65,Nordrhein-Westfalen,313802
2012,0-65,Rheinland-Pfalz,71940
2012,0-65,Saarland,17933
2012,0-65,Sachsen,66664
2012,0-65,Sachsen-Anhalt,40004
2012,0-65,Schleswig-Holstein,51513
2012,0-65,Thüringen,37605
2012,0-65,Baden-Württemberg,182813
2012,0-65,Bayern,217865
2012,0-65,Berlin,58165
2012,0-65,Brandenburg,49313
2012,0-65,Bremen,10459
2012,0-65,Hamburg,28167
2012,0-65,Hessen,105368
2012,0-65,Mecklenburg-Vorpommern,30602
2012,0-65,Niedersachsen,136758
2012,0-65,Nordrhein-Westfalen,308119
2012,0-65,Rheinland-Pfalz,72113
2012,0-65,Saarland,17992
2012,0-65,Sachsen,67732
2012,0-65,Sachsen-Anhalt,41508
2012,0-65,Schleswig-Holstein,50007
2012,0-65,Thüringen,38621
2012,0-65,Baden-Württemberg,177133
2012,0-65,Bayern,211345
2012,0-65,Berlin,55373
2012,0-65,Brandenburg,49095
2012,0-65,Bremen,10310
2012,0-65,Hamburg,26262
2012,0-65,Hessen,101386
2012,0-65,Mecklenburg-Vorpommern,30585
2012,0-65,Niedersachsen,132415
2012,0-65,Nordrhein-Westfalen,296105
2012,0-65,Rheinland-Pfalz,70286
2012,0-65,Saarland,17939
2012,0-65,Sachsen,66684
2012,0-65,Sachsen-Anhalt,41054
2012,0-65,Schleswig-Holstein,47897
2012,0-65,Thüringen,38260
2012,0-65,Baden-Württemberg,174195
2012,0-65,Bayern,208791
2012,0-65,Berlin,52647
2012,0-65,Brandenburg,48532
2012,0-65,Bremen,9906
2012,0-65,Hamburg,25228
2012,0-65,Hessen,99028
2012,0-65,Mecklenburg-Vorpommern,31092
2012,0-65,Niedersachsen,130927
2012,0-65,Nordrhein-Westfalen,291566
2012,0-65,Rheinland-Pfalz,70093
2012,0-65,Saarland,18235
2012,0-65,Sachsen,66679
2012,0-65,Sachsen-Anhalt,41154
2012,0-65,Schleswig-Holstein,46823
2012,0-65,Thüringen,39568
2012,0-65,Baden-Württemberg,169153
2012,0-65,Bayern,200251
2012,0-65,Berlin,50423
2012,0-65,Brandenburg,46812
2012,0-65,Bremen,9688
2012,0-65,Hamburg,24540
2012,0-65,Hessen,95583
2012,0-65,Mecklenburg-Vorpommern,30422
2012,0-65,Niedersachsen,125593
2012,0-65,Nordrhein-Westfalen,285006
2012,0-65,Rheinland-Pfalz,67932
2012,0-65,Saarland,17539
2012,0-65,Sachsen,64138
2012,0-65,Sachsen-Anhalt,40108
2012,0-65,Schleswig-Holstein,44557
2012,0-65,Thüringen,37747
2012,0-65,Baden-Württemberg,162505
2012,0-65,Bayern,194242
2012,0-65,Berlin,48412
2012,0-65,Brandenburg,45809
2012,0-65,Bremen,9444
2012,0-65,Hamburg,23400
2012,0-65,Hessen,93082
2012,0-65,Mecklenburg-Vorpommern,29810
2012,0-65,Niedersachsen,122217
2012,0-65,Nordrhein-Westfalen,278460
2012,0-65,Rheinland-Pfalz,65895
2012,0-65,Saarland,17845
2012,0-65,Sachsen,63720
2012,0-65,Sachsen-Anhalt,39284
2012,0-65,Schleswig-Holstein,43431
2012,0-65,Thüringen,37812
2012,0-65,Baden-Württemberg,154723
2012,0-65,Bayern,184707
2012,0-65,Berlin,44588
2012,0-65,Brandenburg,42098
2012,0-65,Bremen,9119
2012,0-65,Hamburg,22270
2012,0-65,Hessen,88429
2012,0-65,Mecklenburg-Vorpommern,28088
2012,0-65,Niedersachsen,115052
2012,0-65,Nordrhein-Westfalen,264714
2012,0-65,Rheinland-Pfalz,62420
2012,0-65,Saarland,17146
2012,0-65,Sachsen,59047
2012,0-65,Sachsen-Anhalt,36975
2012,0-65,Schleswig-Holstein,40811
2012,0-65,Thüringen,35160
2012,0-65,Baden-Württemberg,150601
2012,0-65,Bayern,179394
2012,0-65,Berlin,42830
2012,0-65,Brandenburg,41065
2012,0-65,Bremen,9087
2012,0-65,Hamburg,21280
2012,0-65,Hessen,86392
2012,0-65,Mecklenburg-Vorpommern,27411
2012,0-65,Niedersachsen,113186
2012,0-65,Nordrhein-Westfalen,259243
2012,0-65,Rheinland-Pfalz,61957
2012,0-65,Saarland,16540
2012,0-65,Sachsen,58905
2012,0-65,Sachsen-Anhalt,36551
2012,0-65,Schleswig-Holstein,39820
2012,0-65,Thüringen,35147
2012,0-65,Baden-Württemberg,146924
2012,0-65,Bayern,172472
2012,0-65,Berlin,42021
2012,0-65,Brandenburg,40975
2012,0-65,Bremen,8680
2012,0-65,Hamburg,20311
2012,0-65,Hessen,83502
2012,0-65,Mecklenburg-Vorpommern,27538
2012,0-65,Niedersachsen,108760
2012,0-65,Nordrhein-Westfalen,250039
2012,0-65,Rheinland-Pfalz,59494
2012,0-65,Saarland,15976
2012,0-65,Sachsen,59919
2012,0-65,Sachsen-Anhalt,37046
2012,0-65,Schleswig-Holstein,37756
2012,0-65,Thüringen,35902
2012,0-65,Baden-Württemberg,139382
2012,0-65,Bayern,163580
2012,0-65,Berlin,41596
2012,0-65,Brandenburg,41212
2012,0-65,Bremen,8489
2012,0-65,Hamburg,19359
2012,0-65,Hessen,80116
2012,0-65,Mecklenburg-Vorpommern,27747
2012,0-65,Niedersachsen,104848
2012,0-65,Nordrhein-Westfalen,240707
2012,0-65,Rheinland-Pfalz,57648
2012,0-65,Saarland,15213
2012,0-65,Sachsen,62061
2012,0-65,Sachsen-Anhalt,38014
2012,0-65,Schleswig-Holstein,36752
2012,0-65,Thüringen,36121
2012,0-65,Baden-Württemberg,135302
2012,0-65,Bayern,159831
2012,0-65,Berlin,41145
2012,0-65,Brandenburg,40607
2012,0-65,Bremen,8257
2012,0-65,Hamburg,18911
2012,0-65,Hessen,78585
2012,0-65,Mecklenburg-Vorpommern,27693
2012,0-65,Niedersachsen,102768
2012,0-65,Nordrhein-Westfalen,236315
2012,0-65,Rheinland-Pfalz,56737
2012,0-65,Saarland,15413
2012,0-65,Sachsen,61421
2012,0-65,Sachsen-Anhalt,37365
2012,0-65,Schleswig-Holstein,36453
2012,0-65,Thüringen,35569
2012,0-65,Baden-Württemberg,129793
2012,0-65,Bayern,153928
2012,0-65,Berlin,40603
2012,0-65,Brandenburg,39986
2012,0-65,Bremen,7942
2012,0-65,Hamburg,17976
2012,0-65,Hessen,75256
2012,0-65,Mecklenburg-Vorpommern,27165
2012,0-65,Niedersachsen,99325
2012,0-65,Nordrhein-Westfalen,225203
2012,0-65,Rheinland-Pfalz,55100
2012,0-65,Saarland,15025
2012,0-65,Sachsen,61980
2012,0-65,Sachsen-Anhalt,37463
2012,0-65,Schleswig-Holstein,35127
2012,0-65,Thüringen,35456
2012,0-65,Baden-Württemberg,130161
2012,0-65,Bayern,154607
2012,0-65,Berlin,39925
2012,0-65,Brandenburg,39075
2012,0-65,Bremen,8013
2012,0-65,Hamburg,18315
2012,0-65,Hessen,75998
2012,0-65,Mecklenburg-Vorpommern,26341
2012,0-65,Niedersachsen,100214
2012,0-65,Nordrhein-Westfalen,223138
2012,0-65,Rheinland-Pfalz,54830
2012,0-65,Saarland,14746
2012,0-65,Sachsen,63017
2012,0-65,Sachsen-Anhalt,37271
2012,0-65,Schleswig-Holstein,34953
2012,0-65,Thüringen,35128
2012,0-65,Baden-Württemberg,126292
2012,0-65,Bayern,149931
2012,0-65,Berlin,40696
2012,0-65,Brandenburg,37879
2012,0-65,Bremen,8020
2012,0-65,Hamburg,18049
2012,0-65,Hessen,74744
2012,0-65,Mecklenburg-Vorpommern,25451
2012,0-65,Niedersachsen,99141
2012,0-65,Nordrhein-Westfalen,215600
2012,0-65,Rheinland-Pfalz,53649
2012,0-65,Saarland,14318
2012,0-65,Sachsen,64543
2012,0-65,Sachsen-Anhalt,35613
2012,0-65,Schleswig-Holstein,35190
2012,0-65,Thüringen,35011
2012,0-65,Baden-Württemberg,127059
2012,0-65,Bayern,151520
2012,0-65,Berlin,42243
2012,0-65,Brandenburg,35627
2012,0-65,Bremen,7952
2012,0-65,Hamburg,18643
2012,0-65,Hessen,76491
2012,0-65,Mecklenburg-Vorpommern,23730
2012,0-65,Niedersachsen,99579
2012,0-65,Nordrhein-Westfalen,215348
2012,0-65,Rheinland-Pfalz,54346
2012,0-65,Saarland,14554
2012,0-65,Sachsen,61877
2012,0-65,Sachsen-Anhalt,35096
2012,0-65,Schleswig-Holstein,35615
2012,0-65,Thüringen,33273
2012,0-65,Baden-Württemberg,124933
2012,0-65,Bayern,148229
2012,0-65,Berlin,39548
2012,0-65,Brandenburg,30277
2012,0-65,Bremen,8105
2012,0-65,Hamburg,18652
2012,0-65,Hessen,76218
2012,0-65,Mecklenburg-Vorpommern,20438
2012,0-65,Niedersachsen,98894
